happy1,id,travel,direction,born,sports,aware,morning_drink,breakfast,sleep,siblings,siblings_number,pets,beer,coffee,pineapple_pizza,pinky,os,hand,energy,shoes,phone,apartment_size,rooms,apps,countries,cb,food_money,season,drink_coffee,height,bother,happy2,tutorial_batch,time,major,morning_drink2,morning_drink_cat
7,koble54,2.0,n,226.0,3.0,awake,water,yes,7,yes,2,1,4,2,do_not_mind,7.0,microsoft,19.5,6,8.0,15.5,17.0,6,12,27,yes,275.0,summer,milk,184.0,5,6,2026,12.15,uwi,water,water
8,meien63,2.9,nw,58.0,7.0,drowsy,water,yes,8,yes,2,5,2,3,do_not_mind,6.3,apple,21.1,7,16.0,7.6,61.0,1,60,27,yes,110.0,spring,sugar_milk,164.0,6,8,2026,12.15,gess,water,water
6,ratha32,0.2,s,500.0,3.0,drowsy,tea_and_water,yes,7,yes,2,6,1,1,do_not_mind,5.0,apple,20.0,4,7.0,13.0,240.0,6,6,5,yes,170.0,spring,other,173.0,1,8,2026,12.15,uwi,tea,tea
9,crana46,2.0,nw,215.0,2.0,energized,water,yes,7,yes,1,3,1,1,no,6.0,apple,21.0,9,11.0,14.0,85.0,3,122,6,yes,100.0,spring,other,172.0,9,8,2026,12.15,uwi,water,water
5,silbe26/1,70.0,nw,480.0,6.0,drowsy,water,no,8,yes,2,0,4,4,yes,7.0,microsoft,22.5,3,4.0,17.0,90.0,8,212,12,no,200.0,summer,other,180.0,1,4,2026,12.15,uwi,water,water
9,walst16,55.0,ne,55.0,1.0,awake,water,yes,8,yes,1,2,3,3,yes,5.0,microsoft,20.0,7,15.0,16.0,200.0,3,25,15,yes,200.0,summer,sugar_milk,171.0,6,8,2026,12.15,uwi,water,water
7,kiefe20,4.0,nw,170.0,5.0,awake,water,no,8,yes,2,6,2,4,do_not_mind,6.0,microsoft,20.0,9,5.0,16.0,68.0,6,25,13,yes,200.0,fall,sugar_milk,164.0,10,7,2026,12.15,uwi,water,water
5,marti2,0.3,ne,573.0,1.0,awake,coffee,yes,7,yes,1,1,3,4,no,11.0,apple,17.0,7,9.0,16.0,120.0,4,87,30,yes,250.0,spring,milk,179.0,1,5,2026,12.15,uwi,coffee,coffee
6,birke28,5.0,w,100.0,5.0,drowsy,water,yes,7,yes,1,0,2,1,do_not_mind,6.0,apple,20.0,6,8.0,13.0,70.0,2,20,6,no,350.0,spring,other,182.0,2,6,2026,12.15,uwi,water,water
7,sacks11a,1.0,s,572.0,3.0,drowsy,water,yes,8,yes,2,4,2,3,do_not_mind,5.0,apple,19.0,7,4.0,15.4,16.0,1,50,14,no,200.0,spring,other,175.0,3,5,2026,12.15,uwi,water,water
4,beide36,0.5,n,40.0,4.0,awake,tee_and_coffee,yes,7,yes,1,2,4,4,no,10.0,apple,24.0,6,6.0,18.0,120.0,7,30,11,no,240.0,spring,milk,167.0,8,6,2026,12.15,uwi,coffee,coffee
8,bergs4,5.0,ne,50.0,3.0,awake,water&tea,no,9,yes,2,3,1,2,no,7.0,both,18.0,9,3.0,15.5,40.0,1,120,14,yes,200.0,winter,milk,178.0,4,10,2026,12.15,uwi,tea,tea
3,stein47,2.5,nw,110.0,4.0,tired,water,yes,9,yes,1,0,2,2,do_not_mind,6.5,microsoft,22.0,3,3.0,15.4,54.0,1,30,15,yes,250.0,summer,milk,188.0,9,4,2026,12.15,uwi,water,water
9,diahr6,2.0,n,60.0,8.0,awake,coffee,yes,7,yes,2,10,3,3,yes,6.0,microsoft,20.0,6,8.0,16.0,120.0,4,110,9,yes,280.0,summer,milk,183.0,6,9,2026,12.15,uwi,coffee,coffee
8,dorfs34,62.8,se,196.0,3.0,drowsy,coffee,no,7,yes,2,20,2,2,do_not_mind,6.0,microsoft,18.0,6,7.0,8.0,30.0,3,5,12,yes,400.0,summer,milk,179.0,2,6,2026,12.15,uwi,coffee,coffee
7,strem52,1.0,e,50.0,10.0,energized,green_tea_with_lemon_juice,yes,8,yes,1,0,3,3,yes,7.0,microsoft,20.0,8,5.0,16.0,18.0,5,131,10,yes,200.0,summer,milk,192.0,2,8,2026,12.15,uwi,tea,tea
6,lipia3,0.5,sw,50.0,0.0,awake,water,no,7,no,0,3,1,1,yes,7.0,apple,21.0,6,6.0,16.0,17.0,0,20,10,yes,80.0,summer,milk,184.0,6,7,2026,12.15,uwi,water,water
6,lorns154,2.0,n,80.0,7.0,tired,water,yes,7,yes,1,2,2,3,do_not_mind,5.0,apple,8.0,6,5.0,9.0,80.0,2,30,8,yes,150.0,spring,sugar_milk,172.0,7,6,2026,12.15,uwi,water,water
7,bären8,2.5,nw,70.0,3.0,awake,water,yes,6,no,0,0,2,2,yes,6.0,microsoft,20.0,7,4.0,15.0,44.0,1,53,14,no,200.0,summer,other,184.0,5,7,2026,12.15,uwi,water,water
8,arndt17,2.0,s,150.0,3.0,awake,tea,yes,10,no,0,8,3,3,yes,4.5,apple,15.0,7,9.0,14.6,100.0,7,200,50,yes,300.0,fall,milk,173.0,5,8,2026,12.15,uwi,tea,tea
3,nords74b,1.5,ne,180.0,2.0,tired,tea,yes,9,yes,1,2,2,2,do_not_mind,7.0,microsoft,22.0,8,3.0,19.0,95.0,2,170,7,yes,270.0,spring,sugar,189.0,4,5,2026,12.15,uwi,tea,tea
7,hauke11,2.5,n,72.0,1.0,awake,tea,no,7,yes,1,5,4,4,yes,6.0,microsoft,19.0,8,10.0,16.0,60.0,2,50,25,yes,100.0,summer,sugar_milk,157.0,7,8,2026,12.15,uwi,tea,tea
7,grabe189,0.5,nw,217.0,1.0,awake,water,yes,8,yes,1,5,1,1,no,5.6,both,20.0,7,13.0,16.7,73.4,2,72,16,no,170.0,fall,other,172.0,3,5,2026,12.15,uwi,water,water
6,imwen,2.8,e,631.0,4.0,tired,coffee,yes,8,yes,1,3,2,2,do_not_mind,4.5,apple,10.0,7,10.0,14.67,80.0,2,100,15,yes,350.0,spring,black,166.0,7,5,2026,12.15,uwi,coffee,coffee
7,wiese30,1.0,e,400.0,10.0,tired,coffee,no,8,yes,1,5,2,2,do_not_mind,5.0,apple,16.0,6,12.0,14.0,40.0,1,10,10,yes,250.0,spring,milk,174.0,5,6,2026,12.15,uwi,coffee,coffee
8,hasse16,500.0,s,321.0,2.0,awake,lemon_water,yes,8,yes,3,0,5,5,no,7.3,apple,21.0,7,8.0,14.6,96.2,2,128,17,yes,250.0,summer,milk,160.0,2,6,2026,12.15,uwi,water,water
7,parka34,2.0,n,45.0,2.0,awake,tea,yes,9,yes,1,1,1,1,do_not_mind,5.0,neither,16.0,5,5.0,14.0,55.0,1,50,15,yes,150.0,summer,milk,172.0,3,5,2026,12.15,uwi,tea,tea
8,eppen174,75.0,nw,80.0,5.0,tired,lemon_tea,yes,8,yes,1,0,4,4,no,5.0,microsoft,22.0,6,7.0,11.0,82.0,4,71,15,yes,30.0,summer,other,176.0,3,8,2026,12.15,uwi,tea,tea
6,emilh11,4.0,ne,550.0,2.0,awake,coffee,yes,9,yes,1,2,3,2,do_not_mind,5.0,microsoft,18.0,7,7.0,16.21,175.0,5,40,9,yes,50.0,spring,milk,174.0,2,5,2026,12.15,uwi,coffee,coffee
7,proze2,1.6,n,152.0,3.5,drowsy,water,yes,9,yes,2,20,2,2,do_not_mind,5.0,both,15.0,4,7.0,15.5,75.0,2,40,18,yes,150.0,spring,other,168.0,1,6,2026,12.15,uwi,water,water
7,käthn27,2.5,n,60.0,2.0,awake,coffee,no,8,yes,1,0,4,3,do_not_mind,6.0,apple,15.0,6,6.0,15.5,88.0,2,100,17,yes,200.0,summer,black,196.0,2,7,2026,12.15,uwi,coffee,coffee
7,kumme122,0.5,ne,430.0,6.0,awake,water,yes,8,yes,3,2,3,2,do_not_mind,5.0,apple,20.0,8,8.0,17.0,50.0,2,30,15,yes,200.0,spring,other,171.0,4,9,2026,12.15,uwi,water,water
7,sepph52,300.0,nw,300.0,4.0,awake,water,yes,7,yes,1,1,3,4,yes,5.0,apple,17.0,5,5.0,15.0,70.0,3,30,13,no,150.0,spring,milk,169.0,3,7,2026,12.15,uwi,water,water
9,valls156,3.0,se,1877.0,5.5,awake,tea,yes,8,yes,1,0,5,5,no,6.0,microsoft,17.0,6,12.0,15.0,200.0,3,30,18,yes,150.0,spring,milk,168.0,2,9,2026,12.15,uwi,tea,tea
8,prome1,2.0,n,1000.0,4.0,tired,coffee,yes,8,yes,1,0,2,3,yes,4.0,microsoft,15.0,6,10.0,13.0,20.0,8,30,15,no,150.0,summer,milk,172.0,4,4,2026,12.15,uwi,coffee,coffee
5,haupt24,2.0,nw,70.0,1.0,awake,coffee,yes,6,yes,1,7,1,2,no,5.0,microsoft,14.0,4,10.0,15.0,75.0,2,40,6,yes,100.0,summer,sugar_milk,182.0,10,6,2026,12.15,uwi,coffee,coffee
6,sandb28,37.0,s,34.0,3.0,tired,icecoffee,yes,6,yes,2,18,3,5,do_not_mind,3.0,apple,7.0,4,24.0,13.0,150.0,4,67,6,yes,70.0,summer,milk,163.0,8,7,2026,12.15,gess,coffee,coffee
6,köhnh,1.1,w,63.0,2.0,tired,coffee,yes,7,yes,3,4,2,2,do_not_mind,4.0,apple,15.0,6,6.0,12.0,60.0,3,24,14,yes,80.0,spring,milk,175.0,4,6,2026,12.15,uwi,coffee,coffee
7,suder24,500.0,s,40.0,3.0,awake,tea,yes,8,yes,1,2,2,2,do_not_mind,4.0,microsoft,12.0,8,6.0,16.0,17.0,5,50,20,yes,220.0,summer,other,165.0,7,7,2026,12.15,uwi,tea,tea
9,rober7,2.7,nw,691.0,1.0,awake,water,yes,8,yes,1,2,2,2,do_not_mind,6.0,microsoft,16.0,9,7.0,15.0,32.0,1,25,6,yes,70.0,spring,other,170.0,3,9,2026,12.15,uwi,water,water
8,amzol6,3.4,s,142.0,2.0,awake,water,yes,9,yes,3,6,4,3,yes,6.5,microsoft,17.0,6,6.0,15.0,180.0,7,67,14,yes,120.0,summer,other,175.0,4,8,2026,12.15,uwi,water,water
3,dahle5a,55.0,nw,60.0,1.5,tired,tea,yes,8,yes,1,3,0,1,no,7.0,microsoft,15.0,3,6.0,12.0,150.0,3,10,13,yes,0.0,spring,other,160.0,7,2,2026,12.15,uwi,tea,tea
7,georg12,4.0,n,117.0,2.0,awake,water,yes,7,yes,2,6,1,1,do_not_mind,5.9,microsoft,19.5,6,10.0,14.0,85.0,1,37,12,no,350.0,fall,black,166.0,3,6,2026,12.15,uwi,water,water
7,amspo13,2.9,n,121.0,1.0,tired,cappuccino,yes,6,yes,1,1,3,3,yes,6.0,microsoft,15.0,7,5.0,14.0,40.0,1,15,15,yes,100.0,spring,milk,164.0,3,8,2026,12.15,uwi,coffee,coffee
8,walds1b,3.0,n,45.0,2.0,tired,coffee,yes,8,yes,2,1,2,3,no,3.5,apple,23.0,4,4.0,15.5,55.0,1,120,15,yes,217.0,spring,milk,187.0,7,7,2026,12.15,uwi,coffee,coffee
7,hoppe47,2.0,s,429.0,4.0,awake,coffee,yes,9,yes,2,1,3,3,do_not_mind,5.5,apple,20.0,7,6.0,15.0,45.0,4,35,14,yes,250.0,spring,milk,152.0,4,6,2026,12.15,uwi,coffee,coffee
7,zehde16,1.9,nw,216.0,8.0,awake,tea,yes,8,yes,1,0,3,3,no,6.0,microsoft,14.0,7,8.0,15.0,120.0,4,35,18,yes,160.0,summer,sugar_milk,172.0,4,7,2026,12.15,uwi,tea,tea
7,panji7,2.5,e,4027.0,0.0,awake,tea,yes,7,yes,1,6,3,4,no,4.0,microsoft,15.0,8,10.0,6.7,10.0,2,20,10,yes,150.0,spring,sugar_milk,176.0,8,7,2026,12.15,gess,tea,tea
8,doorn170,1.0,n,690.0,5.0,tired,green_tea,yes,8,yes,2,2,4,4,no,5.3,apple,6.0,4,7.0,15.0,17.0,5,27,25,yes,200.0,summer,other,175.0,4,6,2026,12.15,gess,tea,tea
9,georg116,1.5,s,720.0,7.0,tired,coffee,yes,8,yes,1,3,3,2,no,6.0,both,18.0,8,6.0,15.0,120.0,5,25,21,yes,180.0,summer,milk,183.0,3,9,2026,8.15,uwi,coffee,coffee
4,görli23,2.7,se,416.0,1.5,awake,water,yes,9,yes,1,0,4,4,no,5.0,microsoft,10.0,5,7.0,7.0,71.0,3,15,19,yes,250.0,spring,other,170.0,4,4,2026,8.15,uwi,water,water
7,magnu4,2.0,sw,150.0,1.0,tired,coffee,no,7,yes,1,3,2,1,do_not_mind,5.0,apple,18.0,7,5.0,8.0,80.0,4,30,14,no,180.0,spring,milk,184.0,2,8,2026,8.15,uwi,coffee,coffee
8,heinr11,2.0,w,800.0,5.0,energized,tea,yes,8,yes,3,2,2,2,do_not_mind,7.0,microsoft,15.0,8,7.0,10.0,100.0,4,30,10,yes,250.0,summer,other,176.0,5,8,2026,8.15,uwi,tea,tea
7,nordf9,3.0,n,260.0,5.0,awake,matcha_or_cocoa,yes,8,no,0,3,2,2,do_not_mind,4.0,microsoft,14.0,8,6.0,14.0,110.0,6,9,7,yes,120.0,spring,other,177.0,2,8,2026,8.15,uwi,tea,matcha
8,vossha6,3.5,nw,285.0,1.0,drowsy,coffee,no,5,yes,1,6,4,4,do_not_mind,6.0,both,14.0,8,3.0,13.0,70.0,2,30,20,yes,350.0,spring,black,165.0,2,9,2026,8.15,uwi,coffee,coffee
6,graffr41,0.3,n,353.0,2.0,awake,cacoa,yes,7,yes,1,4,2,1,yes,7.0,microsoft,25.0,6,12.0,12.0,134.0,5,57,13,yes,250.0,spring,sugar_milk,191.0,8,6,2026,8.15,uwi,other,chocolate
3,lohee24,0.2,s,80.0,6.0,awake,water,yes,6,yes,2,5,2,2,do_not_mind,6.0,microsoft,14.0,4,4.0,13.0,40.0,2,46,12,no,300.0,summer,milk,167.0,8,4,2026,8.15,uwi,water,water
6,oberh5,0.4,w,240.0,8.0,tired,coffee,yes,7,yes,1,2,2,2,do_not_mind,6.0,apple,16.0,5,7.0,15.4,75.0,4,87,13,yes,350.0,summer,milk,186.0,7,5,2026,8.15,uwi,coffee,coffee
7,ehren8,0.0,nw,240.0,1.0,awake,water,yes,8,yes,1,0,2,2,no,5.0,apple,20.0,7,4.0,20.0,65.0,2,85,13,yes,160.0,summer,milk,167.0,4,7,2026,8.15,uwi,water,water
7,amfuc5,2.5,w,140.0,3.0,drowsy,tea,yes,8,yes,2,5,2,2,do_not_mind,6.5,microsoft,19.0,6,6.0,16.0,110.0,3,70,10,yes,200.0,spring,milk,176.0,4,7,2026,8.15,uwi,tea,tea
5,schmo1,2.4,ne,600.0,3.0,awake,water,yes,9,yes,3,2,3,3,do_not_mind,6.0,neither,21.0,7,3.0,12.0,120.0,4,15,12,yes,190.0,fall,milk,174.0,2,5,2026,8.15,uwi,water,water
8,rotfe6,4.0,n,560.0,6.0,tired,tea,yes,6,yes,1,2,2,2,no,6.5,apple,15.0,6,11.0,15.5,160.0,3,192,25,no,160.0,summer,milk,170.0,7,8,2026,8.15,uwi,tea,tea
7,t15,1.1,ne,180.0,1.0,awake,water,yes,8,yes,3,0,4,3,do_not_mind,4.0,apple,20.0,6,9.0,15.4,350.0,8,74,12,no,220.0,spring,other,178.0,3,6,2026,8.15,uwi,water,water
8,sensb179,2.0,n,123.0,8.0,tired,water,yes,7,yes,1,0,2,3,no,8.0,microsoft,20.0,7,4.0,13.0,100.0,2,48,12,yes,380.0,spring,milk,200.0,6,5,2026,8.15,uwi,water,water
5,lulle7,3.0,nw,300.0,3.0,drowsy,tea,yes,7,yes,2,5,3,3,yes,3.5,apple,11.0,8,6.0,8.0,25.0,0,20,15,yes,30.0,spring,milk,170.0,3,7,2026,8.15,uwi,tea,tea
7,zumwa2,0.4,n,120.0,2.0,awake,coffee,no,8,no,0,12,1,2,no,6.5,apple,14.0,6,6.0,10.0,378.0,8,5,6,yes,150.0,summer,other,167.0,7,7,2026,8.15,uwi,coffee,coffee
6,ander1,450.0,w,150.0,0.0,tired,juice,no,8,yes,2,2,2,2,no,5.0,apple,10.0,5,5.0,10.0,130.0,5,65,14,yes,120.0,summer,milk,173.0,7,5,2026,8.15,uwi,other,juice/smoothie
7,böhme33,0.5,se,762.0,2.0,awake,coffee,yes,8,no,0,3,3,4,do_not_mind,5.0,apple,12.0,7,8.0,10.0,240.0,5,60,5,yes,50.0,fall,milk,186.0,8,6,2026,8.15,uwi,coffee,coffee
8,edelz21,4.0,nw,300.0,10.0,energized,tea,yes,7,yes,3,15,4,3,yes,4.0,apple,16.0,9,4.0,11.0,40.0,3,6,15,yes,170.0,fall,other,173.0,6,8,2023,8.15,gess,other,tea
7,ludwi1,6.0,e,700.0,4.0,awake,coffee,yes,8,yes,2,0,1,2,yes,6.0,neither,20.0,7,5.0,15.6,85.0,3,0,12,no,200.0,summer,milk,182.0,8,7,2023,8.15,gess,coffee,coffee
5,trift33,2.0,nw,30.0,2.0,tired,water,yes,8,yes,1,0,1,2,no,3.0,microsoft,15.0,8,4.0,13.0,70.0,2,15,22,no,200.0,spring,milk,179.0,6,6,2023,8.15,gess,water,water
6,grne40,2.5,sw,65.0,2.0,awake,water,yes,7,yes,1,0,2,2,do_not_mind,6.3,both,16.5,6,10.0,15.0,100.0,2,30,15,yes,150.0,summer,milk,174.0,3,6,2023,8.15,gess,water,water
8,bergs89,2.5,n,150.0,3.5,awake,tea,yes,8,yes,2,2,5,5,do_not_mind,6.0,microsoft,19.5,8,7.0,17.5,90.0,4,196,13,yes,180.0,fall,milk,175.0,9,8,2023,8.15,gess,other,tea
5,alton3809,2.0,se,891.0,5.0,awake,coffee,yes,7,yes,3,1,7,7,no,5.0,both,15.0,6,15.0,9.0,75.0,1,17,20,yes,120.0,summer,milk,173.0,9,5,2023,8.15,gess,other,coffee
6,erlen7,1.0,sw,338.0,6.0,energized,tea,yes,7,yes,2,0,2,3,no,5.0,both,20.0,8,10.0,14.86,73.0,2,47,10,yes,150.0,winter,milk,178.0,9,8,2023,8.15,gess,other,tea
7,amkre9,3.0,nw,742.0,1.0,awake,tea,yes,6,yes,1,3,2,2,do_not_mind,6.0,microsoft,17.0,7,7.0,16.0,90.0,2,144,11,yes,60.0,summer,sugar_milk,165.0,7,7,2023,8.15,gess,other,tea
5,billg15,72.0,nw,50.0,12.0,drowsy,tea,yes,8,no,0,2,3,4,do_not_mind,5.0,apple,17.0,5,8.0,13.7,35.0,2,97,8,yes,110.0,fall,milk,166.0,2,5,2023,8.15,gess,other,tea
4,schul26,2.0,nw,400.0,0.0,awake,coffee,no,6,yes,1,0,2,2,do_not_mind,6.5,microsoft,18.0,7,6.0,18.0,80.0,1,10,12,no,250.0,summer,black,183.0,1,4,2023,8.15,gess,coffee,coffee
8,garte2,3.0,nw,282.0,11.0,awake,latte_machhiato,yes,8,yes,3,2,3,2,do_not_mind,4.0,microsoft,20.0,9,7.0,15.6,110.0,6,100,9,yes,200.0,summer,sugar_milk,185.0,6,8,2023,8.15,gess,coffee,coffee
6,rhein34,2.0,s,639.0,2.0,awake,water,yes,7,no,0,3,4,4,no,6.8,both,17.5,9,3.0,15.4,30.0,0,55,5,yes,160.0,spring,other,175.0,6,6,2023,8.15,gess,water,water
9,feuer40,1.5,n,370.0,3.0,energized,ginger_shot,yes,10,yes,3,1,4,4,do_not_mind,7.0,both,24.0,10,8.0,18.0,60.0,1,70,17,yes,300.0,fall,other,170.0,7,9,2023,8.15,gess,other,juice/smoothie
9,holst58,0.5,w,600.0,4.0,awake,water,yes,8,yes,1,1,1,2,do_not_mind,8.0,apple,21.0,9,6.0,19.0,110.0,5,103,14,yes,115.0,summer,milk,175.0,2,9,2023,8.15,gess,water,water
7,rueem9,2.3,s,818.0,1.0,tired,tea,yes,7,yes,1,4,6,2,do_not_mind,5.5,microsoft,15.5,7,5.0,14.5,120.0,3,130,19,yes,80.0,spring,other,169.0,8,7,2023,8.15,gess,other,tea
5,fuent2,3.0,nw,8600.7,10.0,tired,coffee,no,6,yes,4,5,4,4,no,5.5,microsoft,20.0,4,10.0,11.0,77.0,3,93,3,yes,300.0,spring,sugar_milk,167.0,4,6,2023,8.15,gess,coffee,coffee
7,ortho8,3.0,n,123.0,3.0,awake,coffee,yes,8,no,0,3,2,2,do_not_mind,5.0,microsoft,15.0,7,7.0,12.0,100.0,5,60,16,yes,150.0,spring,milk,168.0,6,7,2023,8.15,gess,coffee,coffee
6,garte27,3.1,nw,461.0,3.5,drowsy,coffee,yes,8,yes,1,5,3,3,no,5.0,microsoft,14.0,8,6.0,12.0,15.0,1,15,6,no,100.0,spring,milk,164.0,7,7,2023,8.15,gess,coffee,coffee
8,haupt29,1.7,n,350.0,1.0,awake,coffee,yes,8,yes,6,2,1,1,do_not_mind,7.0,microsoft,22.0,8,4.0,15.0,89.0,3,60,10,yes,200.0,summer,black,190.0,6,8,2023,8.15,gess,coffee,coffee
3,giova8,1.4,n,1373.7,2.0,awake,tea,yes,7,yes,1,3,4,4,no,6.0,apple,14.0,6,3.0,12.0,60.0,4,20,3,no,80.0,spring,milk,160.0,7,4,2023,8.15,gess,other,tea
6,tanne20,2.5,ne,437.0,5.0,tired,flat_white,yes,7,yes,1,6,1,2,do_not_mind,6.4,microsoft,21.3,6,7.0,16.5,90.0,4,162,8,yes,200.0,spring,black,179.0,7,7,2023,8.15,gess,coffee,coffee
8,lessi,2.0,s,300.0,3.0,awake,tea,no,8,yes,3,0,3,5,yes,5.0,microsoft,8.0,6,4.0,8.0,8.0,5,30,10,yes,200.0,spring,black,172.0,10,10,2023,8.15,gess,other,tea
8,amfis74,0.8,w,57.0,0.0,drowsy,black_tea,yes,8,yes,1,0,1,1,do_not_mind,6.0,microsoft,18.0,7,8.0,16.0,50.0,1,8,8,no,80.0,summer,milk,178.0,2,8,2023,8.15,gess,black_tea,tea
7,schal107,2.0,s,250.0,1.0,drowsy,coffee,yes,6,yes,1,3,4,5,do_not_mind,9.0,microsoft,18.0,10,3.0,21.0,90.0,4,45,18,yes,200.0,summer,milk,180.0,5,6,2023,8.15,gess,coffee,coffee
7,klaes25,2.3,ne,155.0,10.0,awake,coffee,yes,7,yes,1,4,3,2,yes,6.0,microsoft,15.0,7,9.0,15.0,100.0,2,84,10,yes,150.0,spring,black,173.0,6,7,2023,8.15,gess,coffee,coffee
6,luise3,2.0,n,150.0,1.0,drowsy,coffee,no,6,no,0,0,1,2,do_not_mind,6.0,microsoft,19.0,8,3.0,16.0,100.0,5,28,9,yes,300.0,summer,sugar_milk,186.0,3,2,2023,8.15,gess,coffee,coffee
9,matte76c,3.0,se,400.0,4.0,awake,water,yes,9,yes,1,1,2,2,no,7.0,microsoft,19.0,8,6.0,11.0,99.0,4,20,12,yes,125.0,spring,other,171.0,8,5,2023,12.15,uwi,water,water
8,wilhe9,300.0,ne,350.0,5.0,awake,coffee,yes,8,yes,2,5,3,3,do_not_mind,6.0,apple,15.0,7,3.0,10.0,20.0,5,42,15,yes,350.0,spring,black,190.0,3,8,2023,12.15,uwi,coffee,coffee
4,steig9,2.0,s,217.0,10.0,awake,tea,yes,8,yes,2,3,3,3,yes,5.0,microsoft,20.0,7,10.0,16.0,450.0,8,0,13,yes,275.0,summer,milk,177.0,8,8,2023,12.15,uwi,other,tea
7,yorck,0.5,nw,0.0,1.0,awake,smoothie,yes,7,yes,4,10,2,2,yes,5.5,apple,17.0,5,10.0,14.0,72.0,3,35,5,no,400.0,spring,other,171.0,9,6,2023,12.15,uwi,other,juice/smoothie
8,mittw14,3.0,nw,234.0,3.0,awake,juice,yes,8,yes,4,2,3,2,do_not_mind,5.5,microsoft,18.0,6,4.0,10.0,44.0,1,13,4,yes,200.0,summer,milk,180.0,9,8,2023,12.15,uwi,other,juice/smoothie
4,garte20,2.5,w,620.0,7.0,drowsy,water,yes,5,yes,2,3,4,4,do_not_mind,8.0,both,25.0,3,4.0,14.0,15.0,3,47,10,yes,200.0,spring,black,190.0,2,4,2023,12.15,uwi,water,water
9,josep12,1.2,n,384.0,4.0,energized,water,yes,8,yes,1,0,2,2,yes,5.5,microsoft,18.0,7,6.0,16.0,90.0,4,55,4,yes,240.0,summer,milk,174.0,3,8,2023,12.15,uwi,water,water
4,wolds7,0.5,n,60.0,3.0,tired,water,yes,7,yes,2,3,3,2,no,5.0,apple,18.0,6,8.0,15.0,65.0,2,30,15,yes,200.0,spring,sugar,176.0,6,6,2023,12.15,uwi,water,water
8,reino28,1.5,nw,711.1,2.0,awake,juice,yes,8,yes,2,1,1,1,no,5.6,apple,16.0,7,5.0,12.0,80.0,3,0,7,yes,90.0,spring,other,160.0,8,8,2023,12.15,uwi,other,juice/smoothie
6,luise,2.0,s,600.0,0.5,tired,coffee,yes,6,yes,2,4,1,2,do_not_mind,6.0,both,14.0,6,5.0,15.0,40.0,4,10,5,no,150.0,spring,milk,174.0,6,4,2023,12.15,uwi,coffee,coffee
7,laven43,3.0,n,148.0,3.0,awake,coffee,no,8,yes,1,1,2,2,yes,5.0,microsoft,18.0,9,25.0,12.0,120.0,2,73,21,yes,200.0,summer,sugar_milk,163.0,6,9,2023,12.15,gess,coffee,coffee
4,steff27,3.0,n,300.0,4.0,tired,coffee,no,8,yes,1,2,2,2,yes,5.0,microsoft,20.0,1,7.0,19.0,100.0,3,23,13,no,250.0,spring,black,180.0,6,2,2023,12.15,uwi,coffee,coffee
5,arist74,2.2,s,2300.0,2.0,drowsy,tea,yes,7,yes,1,12,3,3,yes,4.5,microsoft,20.0,7,10.0,12.0,80.0,3,40,8,yes,100.0,fall,other,167.0,5,7,2023,12.15,uwi,other,tea
9,bren8,300.0,ne,81.0,5.0,awake,water,yes,7,no,0,0,3,3,yes,5.4,microsoft,9.0,8,2.0,15.0,20.0,1,50,14,yes,150.0,summer,other,180.0,5,8,2023,12.15,uwi,water,water
5,rhrh12,3.0,n,225.0,6.5,drowsy,coffee,yes,9,yes,2,3,4,5,do_not_mind,5.5,microsoft,19.5,7,6.0,16.0,110.0,4,14,9,yes,218.0,summer,milk,168.5,9,6,2023,12.15,uwi,coffee,coffee
9,possa6,500.0,n,574.11,5.0,awake,tea,yes,8,no,0,1,6,6,do_not_mind,5.5,microsoft,20.0,2,12.0,17.0,90.0,4,15,10,no,100.0,summer,sugar_milk,172.0,8,7,2023,12.15,uwi,other,tea
5,agiatriada,45.0,n,2396.0,0.0,tired,coffee,yes,6,yes,1,1,4,4,no,2.3,both,4.0,6,10.0,12.0,33.3,0,25,3,yes,300.0,summer,milk,160.0,1,7,2023,12.15,gess,coffee,coffee
7,abels7,2.0,n,56.0,4.0,awake,water,yes,6,yes,4,7,2,4,yes,3.5,apple,10.0,8,3.0,12.0,83.0,2,113,21,yes,250.0,spring,black,168.0,10,9,2023,12.15,gess,water,water
7,inder2,3.7,nw,475.0,3.0,energized,tea,no,9,yes,3,3,3,3,yes,6.2,both,21.3,7,11.0,16.0,130.0,5,16,9,yes,190.0,spring,milk,179.0,3,7,2023,12.15,uwi,other,tea
7,knig,1.0,w,60.0,3.0,awake,tea,yes,7,yes,1,4,3,3,no,7.0,microsoft,18.0,8,10.0,12.0,75.0,5,10,10,yes,40.0,spring,milk,179.0,9,10,2023,12.15,uwi,other,tea
9,schwa137,1.0,e,300.0,2.0,awake,coffee,yes,8,yes,1,6,3,3,do_not_mind,6.0,apple,17.0,8,6.0,13.0,120.0,3,20,14,yes,400.0,summer,milk,180.0,2,8,2023,12.15,uwi,coffee,coffee
6,gneise59,2.0,w,300.0,4.0,drowsy,coffee,yes,7,yes,2,0,3,4,yes,6.0,microsoft,21.0,5,3.0,16.5,13.0,2,98,20,yes,200.0,summer,milk,180.0,3,7,2023,12.15,gess,coffee,coffee
6,reitb284,100.0,nw,89.0,0.0,awake,water,yes,7,yes,3,1,2,2,no,3.0,apple,17.0,4,5.0,17.0,11.0,2,0,5,yes,200.0,summer,other,165.0,4,3,2023,12.15,uwi,water,water
